age,job,marital,education,balance,y,sub_prob,decile
35,technician,single,secondary,-51,0,0.2807971,4
44,technician,married,secondary,1,0,0.16027655,1
34,services,married,secondary,0,0,0.17321326,2
32,blue-collar,single,secondary,-255,0,0.18260734,2
41,entrepreneur,married,tertiary,-81,0,0.188131,2
33,technician,single,tertiary,288,0,0.29165477,5
45,technician,divorced,unknown,-25,0,0.2354004,3
27,admin.,single,secondary,585,0,0.37862194,7
37,technician,single,secondary,29,0,0.24619904,3
37,blue-collar,married,secondary,606,0,0.20629694,2
54,services,married,secondary,-165,0,0.10624515,1
26,services,married,secondary,549,0,0.28451598,4
45,blue-collar,divorced,secondary,-705,0,0.2271115,3
54,unemployed,married,tertiary,0,0,0.20052175,2
58,retired,married,secondary,166,0,0.17622818,2
50,management,married,secondary,5,0,0.13557795,1
51,blue-collar,married,secondary,0,0,0.15144569,1
27,admin.,divorced,secondary,2,0,0.2958653,5
32,management,married,tertiary,92,0,0.26930955,4
29,blue-collar,single,primary,145,0,0.35263598,6
29,services,single,secondary,84,1,0.36638075,6
44,blue-collar,married,secondary,701,0,0.20792629,2
39,services,single,secondary,3,0,0.23526023,3
55,retired,married,secondary,85,0,0.1960007,2
33,blue-collar,married,secondary,285,0,0.23641947,3
48,blue-collar,married,primary,474,0,0.14805189,1
49,blue-collar,married,primary,126,0,0.18457285,2
35,blue-collar,married,unknown,-400,0,0.1081259,1
57,retired,married,secondary,91,0,0.15735988,1
53,services,divorced,secondary,0,0,0.18658419,2
58,unemployed,married,secondary,0,0,0.18337066,2
34,technician,married,secondary,46,0,0.18227437,2
52,housemaid,married,tertiary,51,0,0.17343621,2
56,admin.,married,secondary,20,0,0.1317531,1
34,technician,married,secondary,-346,0,0.07788787,1
35,services,married,secondary,1659,0,0.22781728,3
30,management,single,tertiary,0,0,0.29609498,5
48,management,single,tertiary,31,0,0.21198359,2
50,admin.,married,secondary,-221,0,0.11066757,1
44,technician,divorced,secondary,303,0,0.23493147,3
38,services,married,secondary,304,0,0.21041918,2
40,services,divorced,secondary,1155,0,0.28749254,4
44,technician,single,tertiary,222,0,0.25996977,4
33,services,single,secondary,1038,0,0.31881532,5
29,services,single,secondary,695,0,0.40654576,7
51,services,married,secondary,-800,0,0.16063622,1
57,blue-collar,married,primary,47,0,0.14320688,1
35,technician,divorced,secondary,2,0,0.2763913,4
61,retired,married,secondary,313,0,0.33529314,6
52,blue-collar,married,secondary,184,0,0.18346155,2
33,services,married,secondary,114,1,0.23793736,3
59,retired,married,unknown,140,0,0.18969221,2
47,blue-collar,married,primary,-187,0,0.15717627,1
37,services,single,secondary,-244,0,0.19906147,2
49,technician,divorced,primary,1807,0,0.20119056,2
60,blue-collar,married,primary,241,0,0.20611085,2
51,blue-collar,single,primary,60,0,0.25847298,4
47,technician,married,secondary,-149,0,0.10804095,1
40,blue-collar,married,secondary,-313,0,0.07882409,1
31,self-employed,married,secondary,0,0,0.18609269,2
38,management,married,secondary,93,0,0.23903865,3
54,technician,married,secondary,42,0,0.13753633,1
45,services,divorced,secondary,-179,0,0.3237575,5
47,admin.,married,secondary,1156,0,0.16675039,1
34,blue-collar,married,secondary,277,0,0.23193693,3
54,retired,married,secondary,-488,0,0.11416557,1
56,entrepreneur,married,secondary,938,0,0.15889524,1
57,technician,married,secondary,253,0,0.15946564,1
42,admin.,single,secondary,506,0,0.23411562,3
34,blue-collar,married,primary,0,0,0.18442227,2
27,admin.,married,secondary,-435,0,0.1322523,1
51,blue-collar,divorced,unknown,0,0,0.21287093,3
30,entrepreneur,married,tertiary,-130,0,0.16626619,1
44,blue-collar,married,secondary,978,0,0.28068325,4
33,technician,single,secondary,0,0,0.26389614,4
36,technician,married,unknown,88,0,0.15990403,1
56,management,divorced,tertiary,94,0,0.24937797,3
44,entrepreneur,married,tertiary,1080,0,0.23006198,3
31,technician,single,unknown,365,0,0.30629328,5
47,technician,married,secondary,321,0,0.15007076,1
48,blue-collar,married,secondary,-19,0,0.119686164,1
31,admin.,single,secondary,144,0,0.3359261,6
39,blue-collar,married,primary,192,0,0.19092548,2
30,services,single,tertiary,0,0,0.29574353,5
30,technician,single,secondary,656,0,0.3255821,5
31,technician,single,secondary,223,0,0.30226108,5
49,retired,married,primary,-37,0,0.12367106,1
26,blue-collar,married,secondary,128,0,0.24086066,3
34,technician,married,secondary,173,0,0.21602006,3
36,admin.,married,secondary,75,0,0.19694163,2
31,admin.,married,secondary,-36,0,0.14500123,1
25,management,single,tertiary,115,0,0.35394073,6
42,management,single,tertiary,1156,0,0.31386086,5
32,services,single,secondary,335,0,0.24941172,3
32,admin.,single,tertiary,-59,0,0.23685569,3
36,technician,married,secondary,644,0,0.24682923,3
46,management,single,tertiary,655,0,0.2857357,4
31,blue-collar,single,secondary,-322,0,0.10337527,1
37,technician,single,tertiary,487,0,0.31529045,5
26,admin.,married,secondary,-401,0,0.10692737,1
36,management,married,secondary,2637,0,0.24535765,3
31,blue-collar,married,secondary,33,0,0.15031137,1
35,admin.,married,secondary,0,0,0.15227036,1
30,blue-collar,married,primary,5956,0,0.1761032,2
36,management,married,tertiary,59,0,0.18493532,2
24,admin.,single,secondary,-346,0,0.11174245,1
26,blue-collar,married,secondary,115,0,0.22952892,3
27,services,single,secondary,243,0,0.29892436,5
59,housemaid,married,primary,153,0,0.120711245,1
36,technician,married,primary,0,1,0.15304486,1
28,admin.,single,secondary,1143,0,0.29927823,5
31,housemaid,married,primary,46,0,0.13234802,1
35,management,married,secondary,0,0,0.12797874,1
37,management,married,tertiary,1265,0,0.23559244,3
59,retired,divorced,primary,-110,0,0.18286751,2
32,technician,single,secondary,-28,0,0.21870975,3
40,blue-collar,married,primary,13,0,0.12461539,1
29,services,married,primary,-102,0,0.124900095,1
41,services,married,secondary,6618,0,0.20315358,2
25,unemployed,single,secondary,34,0,0.276132,4
34,admin.,divorced,secondary,183,0,0.27586478,4
37,blue-collar,single,primary,1210,0,0.31939256,5
26,blue-collar,single,secondary,-333,0,0.12876847,1
36,management,single,tertiary,678,0,0.3293598,6
56,services,divorced,secondary,1347,0,0.22253828,3
29,admin.,single,secondary,2802,0,0.30451095,5
31,blue-collar,single,secondary,-27,0,0.23281437,3
57,retired,married,secondary,156,0,0.13212931,1
30,admin.,single,tertiary,218,0,0.34564453,6
28,admin.,married,secondary,934,0,0.24384147,3
45,services,single,secondary,184,0,0.21781264,3
26,technician,single,tertiary,36,0,0.3043115,5
51,blue-collar,married,secondary,328,0,0.18045697,2
50,management,married,tertiary,453,0,0.16902545,2
45,blue-collar,divorced,primary,8,0,0.18861547,2
37,self-employed,divorced,tertiary,60,0,0.3034513,5
29,services,single,primary,339,1,0.34550196,6
31,technician,married,secondary,134,0,0.19802077,2
44,blue-collar,married,secondary,1697,1,0.21917424,3
48,blue-collar,divorced,primary,19,0,0.17513184,2
53,blue-collar,married,primary,207,0,0.14569071,1
26,blue-collar,single,secondary,177,0,0.3090221,5
61,retired,married,unknown,-492,0,0.18713592,2
27,management,single,secondary,35,0,0.52198154,9
54,blue-collar,married,primary,466,0,0.44298404,8
43,blue-collar,married,secondary,105,0,0.3755473,7
31,technician,single,secondary,19,0,0.26669475,4
27,technician,single,secondary,126,0,0.4541014,8
28,blue-collar,single,secondary,-127,1,0.42691454,7
50,blue-collar,married,secondary,1329,0,0.23180614,3
29,blue-collar,single,primary,343,0,0.5837697,9
25,blue-collar,single,secondary,192,0,0.45258975,8
38,blue-collar,married,secondary,43,0,0.3613653,6
36,technician,single,secondary,-272,0,0.3820942,7
32,blue-collar,divorced,primary,4805,0,0.5171373,9
44,technician,married,tertiary,1146,0,0.5722644,9
37,blue-collar,married,primary,380,0,0.2862853,4
48,services,married,secondary,1355,0,0.5034922,8
30,admin.,married,secondary,215,0,0.43234703,8
54,technician,married,secondary,187,0,0.33753887,6
36,unemployed,divorced,primary,0,0,0.37110996,6
33,technician,single,secondary,555,0,0.50281334,8
34,services,married,secondary,295,0,0.32966867,6
28,services,single,secondary,-116,0,0.45464227,8
33,management,married,secondary,4385,0,0.50742584,8
30,services,married,secondary,137,0,0.5046371,8
34,admin.,single,secondary,296,0,0.5160562,9
35,admin.,divorced,secondary,534,0,0.53004104,9
44,entrepreneur,married,secondary,93,0,0.40362754,7
36,services,married,secondary,-27,0,0.26090875,4
49,blue-collar,married,primary,-157,1,0.1982178,2
55,blue-collar,married,secondary,49,1,0.25796363,4
51,technician,married,secondary,216,1,0.3989978,7
51,management,married,tertiary,1421,0,0.33779094,6
38,blue-collar,married,secondary,222,0,0.25428033,4
59,entrepreneur,married,tertiary,1728,0,0.47032714,8
54,management,divorced,tertiary,5253,0,0.05577975,1
43,management,single,tertiary,47,0,0.34880143,6
60,entrepreneur,divorced,primary,2648,0,0.6159759,9
34,services,married,secondary,0,0,0.33355653,6
31,admin.,single,secondary,-182,0,0.37052655,6
43,technician,married,secondary,-313,0,0.1816321,2
53,blue-collar,married,primary,465,0,0.28199467,4
47,blue-collar,married,primary,25,0,0.19958337,2
59,management,married,unknown,147,0,0.3939477,7
39,management,married,primary,551,0,0.3157794,5
56,housemaid,married,primary,58,0,0.13648826,1
41,services,married,secondary,650,0,0.29282895,5
41,housemaid,married,primary,1618,0,0.24613628,3
60,retired,married,primary,-63,0,0.23469858,3
58,management,married,primary,4850,0,0.4313492,8
56,blue-collar,married,primary,409,0,0.16626161,1
36,unemployed,single,primary,0,0,0.24835405,3
39,management,married,tertiary,1007,0,0.36587653,6
46,management,married,primary,312,0,0.2640989,4
58,blue-collar,divorced,primary,820,0,0.35148278,6
52,management,married,secondary,3369,0,0.49632517,8
41,services,married,secondary,841,0,0.34326386,6
59,blue-collar,married,secondary,-1336,0,0.22734208,3
35,unknown,married,primary,634,0,0.41968098,7
43,management,divorced,secondary,0,0,0.35626426,6
50,blue-collar,married,primary,9301,0,0.3846298,7
49,technician,married,primary,486,0,0.26646015,4
51,self-employed,married,secondary,34,0,0.2636636,4
39,technician,single,secondary,506,1,0.3900789,7
38,management,married,tertiary,1444,0,0.3684158,6
30,services,single,secondary,0,0,0.34700397,6
41,technician,married,secondary,923,0,0.36421567,6
45,unemployed,divorced,secondary,-44,0,0.3230304,5
54,services,divorced,tertiary,413,0,0.38016388,7
47,admin.,single,secondary,3531,0,0.3899224,7
53,management,divorced,tertiary,243,0,0.34381282,6
41,blue-collar,married,primary,484,0,0.30305302,5
42,blue-collar,divorced,primary,213,1,0.3514634,6
33,services,single,secondary,170,1,0.52554554,9
34,self-employed,married,tertiary,-236,0,0.30235898,5
54,blue-collar,divorced,secondary,1613,0,0.41439667,7
37,entrepreneur,married,tertiary,555,0,0.47862732,8
59,admin.,married,secondary,1914,0,0.3491289,6
38,technician,married,secondary,2220,0,0.5075726,8
27,admin.,single,secondary,450,0,0.4637634,8
59,management,married,tertiary,553,1,0.3187215,5
31,admin.,single,secondary,92,0,0.36842123,6
42,blue-collar,divorced,unknown,0,0,0.38344458,7
45,blue-collar,divorced,primary,1805,0,0.5537873,9
37,self-employed,married,secondary,1523,0,0.41699556,7
42,blue-collar,divorced,secondary,3407,0,0.58484066,9
40,blue-collar,married,primary,254,0,0.29904154,5
42,unemployed,married,primary,11,0,0.30407482,5
27,management,single,secondary,1609,0,0.4889524,8
45,management,married,tertiary,1447,0,0.26759133,4
43,technician,divorced,tertiary,27,0,0.4049172,7
41,admin.,married,secondary,125,0,0.3852985,7
47,unknown,divorced,primary,0,0,0.37347025,7
47,management,married,primary,1797,0,0.419256,7
44,blue-collar,married,primary,2,0,0.16988717,2
46,unknown,married,unknown,2911,0,0.47167182,8
40,admin.,married,secondary,1395,0,0.25186512,4
33,technician,divorced,secondary,522,0,0.4152122,7
36,entrepreneur,divorced,tertiary,776,1,0.5156505,9
25,blue-collar,married,primary,0,0,0.4260193,7
45,technician,married,secondary,879,1,0.47204575,8
27,services,single,secondary,266,0,0.51613504,9
43,services,married,primary,29,0,0.13899453,1
37,self-employed,married,secondary,1633,1,0.49314028,8
47,management,married,unknown,12245,0,0.5358811,9
48,management,married,tertiary,666,0,0.29740646,5
30,services,married,secondary,-134,0,0.2469844,3
35,self-employed,married,secondary,0,0,0.20311552,2
59,unknown,married,primary,1247,0,0.24880506,3
46,unemployed,married,secondary,926,1,0.5025328,8
43,technician,married,secondary,-796,0,0.37812972,7
52,retired,married,tertiary,493,0,0.38287228,7
37,services,married,secondary,343,0,0.2441142,3
45,technician,married,secondary,268,0,0.25220662,4
54,management,divorced,tertiary,92,0,0.26947278,4
28,management,single,tertiary,0,0,0.45587695,8
42,management,married,unknown,6573,0,0.41312334,7
44,services,married,secondary,182,0,0.24473019,3
57,admin.,married,secondary,1143,0,0.37943128,7
46,blue-collar,married,secondary,4044,0,0.52414507,9
27,blue-collar,single,secondary,77,0,0.482668,8
51,technician,married,secondary,1327,0,0.47064686,8
29,admin.,married,secondary,488,0,0.4300573,8
57,technician,married,secondary,0,0,0.3414924,6
59,retired,divorced,secondary,23,0,0.38012308,7
57,retired,married,primary,808,0,0.35236356,6
26,services,married,secondary,-236,0,0.32309547,5
36,services,married,secondary,-274,0,0.29003263,5
35,management,single,tertiary,12,0,0.3977218,7
40,admin.,single,secondary,-1,0,0.40550888,7
51,blue-collar,married,primary,505,0,0.336858,6
45,services,divorced,secondary,88,0,0.40391,7
33,blue-collar,single,primary,777,0,0.55213356,9
53,blue-collar,married,primary,0,0,0.3256709,5
39,blue-collar,single,primary,366,0,0.32199684,5
43,management,married,tertiary,460,0,0.3937104,7
60,blue-collar,divorced,primary,3427,0,0.6510579,9
28,housemaid,single,primary,332,0,0.43411294,8
46,technician,married,secondary,967,0,0.48513314,8
56,management,married,primary,21,0,0.22499353,3
32,self-employed,single,tertiary,2559,1,0.6737147,9
32,admin.,married,secondary,1604,1,0.44051096,8
34,blue-collar,single,primary,-2,0,0.35615838,6
30,management,single,tertiary,0,0,0.4324242,8
51,blue-collar,married,secondary,505,0,0.21354981,3
29,services,married,tertiary,0,0,0.3915915,7
35,services,single,secondary,2110,0,0.49920565,8
29,blue-collar,married,primary,0,0,0.11446354,1
31,blue-collar,single,secondary,1,0,0.38683742,7
40,technician,married,unknown,0,0,0.29667854,5
29,blue-collar,married,primary,57,0,0.32783827,5
44,housemaid,married,primary,398,0,0.2728062,4
32,services,single,secondary,-1139,0,0.3033027,5
36,blue-collar,married,secondary,537,0,0.38392136,7
40,technician,married,secondary,351,0,0.36175033,6
37,management,single,tertiary,0,0,0.40796915,7
45,management,single,secondary,-57,0,0.30389473,5
55,housemaid,divorced,unknown,3068,0,0.5514199,9
39,admin.,married,secondary,2319,0,0.55109334,9
25,technician,single,tertiary,437,0,0.6165229,9
41,technician,single,secondary,879,0,0.46292937,8
34,technician,single,secondary,232,0,0.53423613,9
37,admin.,single,secondary,-117,0,0.35329112,6
51,retired,married,secondary,3003,0,0.3932627,7
35,admin.,single,secondary,0,0,0.38842544,7
49,blue-collar,married,primary,-167,0,0.25472677,4
28,technician,single,secondary,909,1,0.5492115,9
26,blue-collar,single,secondary,428,0,0.5513592,9
27,management,married,tertiary,54,0,0.30130303,5
45,admin.,divorced,secondary,-176,1,0.47738025,8
34,admin.,divorced,secondary,564,0,0.4867684,8
27,services,married,secondary,221,0,0.4259018,7
35,services,divorced,secondary,35,0,0.34382573,6
48,admin.,married,secondary,8,0,0.2540678,4
33,services,single,secondary,149,0,0.4634013,8
31,technician,single,secondary,475,0,0.562584,9
40,blue-collar,single,unknown,29,0,0.24394418,3
56,housemaid,divorced,secondary,977,0,0.47088885,8
29,blue-collar,single,primary,161,0,0.4589415,8
40,management,divorced,tertiary,492,0,0.4340995,8
35,admin.,married,secondary,0,0,0.30385894,5
30,admin.,married,primary,40,0,0.26486492,4
59,blue-collar,married,secondary,13718,0,0.3198771,5
34,blue-collar,married,secondary,205,0,0.28748825,4
26,blue-collar,single,secondary,123,0,0.5357449,9
41,management,married,secondary,0,0,0.26633978,4
31,unknown,single,tertiary,0,0,0.45444208,8
58,blue-collar,married,secondary,2146,0,0.46226794,8
35,blue-collar,married,primary,63,0,0.28940934,5
27,technician,married,secondary,-428,0,0.45762926,8
40,management,married,tertiary,0,0,0.3531794,6
52,technician,divorced,tertiary,-1014,0,0.2941482,5
38,technician,married,secondary,-228,0,0.25589433,4
30,blue-collar,single,secondary,-42,0,0.41337264,7
25,blue-collar,single,secondary,218,0,0.6036414,9
57,blue-collar,married,primary,282,0,0.14099179,1
29,services,married,secondary,123,0,0.38751298,7
48,blue-collar,married,primary,14,0,0.23478787,3
29,blue-collar,married,secondary,247,0,0.41417846,7
31,housemaid,married,unknown,-6,0,0.1425759,1
38,housemaid,divorced,secondary,216,0,0.35748857,6
29,technician,married,secondary,-28,0,0.35117576,6
40,blue-collar,married,secondary,326,0,0.2682275,4
31,admin.,single,secondary,119,0,0.50226533,8
34,blue-collar,married,primary,69,0,0.2689479,4
29,blue-collar,married,primary,707,0,0.4892273,8
44,housemaid,married,primary,-227,0,0.18468334,2
41,blue-collar,single,secondary,1085,1,0.37561998,7
34,blue-collar,divorced,secondary,368,0,0.46692216,8
35,entrepreneur,married,primary,25,0,0.273717,4
43,management,divorced,tertiary,-132,0,0.2695218,4
59,blue-collar,divorced,primary,1265,1,0.43311867,8
46,management,married,secondary,700,0,0.3876299,7
55,blue-collar,single,secondary,82,0,0.37794545,7
41,housemaid,married,primary,1529,0,0.32741672,5
59,management,single,tertiary,623,0,0.4055448,7
39,technician,married,secondary,-241,0,0.24203196,3
26,technician,divorced,tertiary,278,0,0.35521126,6
33,blue-collar,married,secondary,1834,0,0.36298326,6
32,technician,single,secondary,-398,0,0.44374886,8
41,technician,divorced,secondary,0,0,0.389368,7
29,services,married,secondary,-597,0,0.38930523,7
31,blue-collar,single,secondary,16,0,0.38722032,7
37,admin.,married,secondary,10,0,0.25584546,4
50,admin.,single,secondary,-79,0,0.32707173,5
27,management,single,tertiary,338,0,0.51404405,9
47,management,married,tertiary,-50,0,0.2930069,5
47,technician,single,secondary,-239,1,0.33994573,6
47,housemaid,married,tertiary,333,0,0.2756141,4
51,services,married,secondary,867,0,0.31100073,5
57,retired,married,secondary,-37,0,0.29078433,5
44,technician,divorced,secondary,0,0,0.31920272,5
51,management,married,tertiary,1392,0,0.48172164,8
28,blue-collar,married,primary,-196,0,0.34089932,6
41,admin.,single,secondary,0,0,0.33853403,6
30,management,single,secondary,269,0,0.45127547,8
25,blue-collar,single,secondary,913,0,0.5787393,9
32,admin.,single,secondary,-267,0,0.33648065,6
40,services,married,secondary,193,0,0.26560852,4
31,services,single,secondary,78,0,0.35819465,6
30,unemployed,married,secondary,85,0,0.30797368,5
25,services,single,secondary,111,0,0.59447825,9
45,blue-collar,married,secondary,226,0,0.3037146,5
49,blue-collar,married,primary,-354,0,0.36767653,6
32,admin.,single,secondary,212,1,0.48783734,8
52,blue-collar,married,primary,9444,0,0.48427895,8
35,management,single,tertiary,14,0,0.3835633,7
60,retired,divorced,tertiary,468,0,0.62364036,9
33,blue-collar,single,primary,-15,0,0.34816417,6
43,management,married,tertiary,1530,0,0.5141754,9
42,admin.,married,secondary,1133,0,0.35794747,6
50,technician,married,unknown,680,0,0.39772925,7
33,services,single,secondary,329,0,0.35292783,6
42,technician,married,secondary,473,0,0.30132222,5
26,blue-collar,single,secondary,-8019,0,0.42256138,7
25,technician,single,tertiary,226,0,0.6579497,9
26,admin.,married,secondary,383,0,0.33638594,6
39,admin.,divorced,secondary,1,0,0.3731924,7
39,services,married,secondary,27,0,0.2684241,4
31,technician,single,secondary,49,0,0.39251593,7
52,unemployed,married,tertiary,1023,0,0.5051307,8
28,admin.,single,secondary,1507,0,0.6121829,9
46,blue-collar,married,primary,3969,0,0.3878062,7
28,services,single,secondary,198,0,0.5611433,9
54,housemaid,married,secondary,0,0,0.19792153,2
45,blue-collar,married,primary,55,0,0.3478752,6
58,entrepreneur,married,primary,124,0,0.22642672,3
42,blue-collar,single,secondary,419,0,0.4963159,8
34,blue-collar,single,secondary,-72,0,0.29277313,5
50,technician,married,secondary,0,0,0.30539176,5
59,blue-collar,married,primary,3372,0,0.5218536,9
56,blue-collar,married,secondary,58932,0,0.26784918,4
58,technician,divorced,secondary,-354,0,0.4271666,7
31,management,married,tertiary,-513,0,0.3680054,6
58,blue-collar,divorced,secondary,916,0,0.50509256,8
25,services,single,secondary,402,0,0.6008179,9
32,blue-collar,single,secondary,22,0,0.40004876,7
38,blue-collar,married,primary,433,0,0.39378226,7
33,management,single,secondary,1326,0,0.4533447,8
37,admin.,married,secondary,147,0,0.073851086,1
38,management,married,tertiary,76,0,0.3105547,5
31,management,single,tertiary,1598,0,0.12411202,1
52,blue-collar,divorced,secondary,497,0,0.38197097,7
27,admin.,single,secondary,145,0,0.51224405,9
25,blue-collar,married,primary,0,0,0.4260193,7
31,admin.,single,tertiary,383,0,0.49234653,8
35,management,married,tertiary,1361,0,0.43882236,8
28,unemployed,single,secondary,-1270,0,0.2129997,3
29,blue-collar,married,secondary,-305,0,0.17151245,2
33,technician,married,secondary,2284,0,0.29109827,5
39,services,married,secondary,0,0,0.30469218,5
47,blue-collar,married,secondary,-594,0,0.28171977,4
39,blue-collar,married,unknown,18,0,0.30228242,5
50,technician,married,secondary,1717,0,0.36508602,6
50,self-employed,divorced,tertiary,387,0,0.39410782,7
49,management,married,tertiary,96,0,0.38996932,7
44,entrepreneur,married,primary,5038,0,0.4709762,8
28,technician,single,secondary,1581,0,0.512127,9
31,services,single,secondary,8,0,0.3785106,7
47,housemaid,married,secondary,1152,0,0.26087144,4
30,technician,married,tertiary,101,0,0.29515937,5
29,blue-collar,single,secondary,218,0,0.5455617,9
51,blue-collar,married,primary,720,0,0.3856537,7
44,admin.,divorced,tertiary,0,0,0.35616073,6
43,management,married,secondary,-213,0,0.1843202,2
44,services,married,secondary,300,0,0.29955363,5
41,admin.,married,secondary,-396,0,0.26569572,4
59,blue-collar,divorced,primary,55,0,0.097838886,1
49,self-employed,single,secondary,766,0,0.38262853,7
31,technician,single,secondary,9,0,0.36636478,6
50,entrepreneur,divorced,tertiary,223,0,0.47893447,8
33,entrepreneur,married,secondary,0,0,0.3442909,6
58,blue-collar,married,primary,853,0,0.39973766,7
36,blue-collar,single,tertiary,1346,0,0.588519,9
35,management,married,tertiary,122,0,0.43140057,8
30,admin.,single,secondary,52,0,0.44209716,8
27,blue-collar,single,primary,1659,0,0.49293917,8
35,management,married,tertiary,126,0,0.37315208,7
53,blue-collar,married,secondary,143,0,0.26189214,4
35,blue-collar,single,secondary,1688,0,0.35374963,6
60,management,married,tertiary,-108,0,0.30275437,5
27,blue-collar,married,secondary,102,0,0.4095865,7
54,self-employed,married,secondary,203,0,0.17511326,2
48,self-employed,married,secondary,252,0,0.3563424,6
40,management,divorced,secondary,-626,0,0.30191964,5
26,blue-collar,single,secondary,6,0,0.28578925,4
38,technician,married,secondary,0,0,0.23470797,3
31,blue-collar,married,primary,76,0,0.21220116,2
46,blue-collar,married,primary,14,0,0.286053,4
27,management,single,tertiary,1117,0,0.5090391,8
53,blue-collar,married,primary,1086,0,0.42037952,7
40,blue-collar,married,primary,-23,0,0.2627956,4
43,entrepreneur,married,secondary,128,0,0.25456557,4
37,blue-collar,married,unknown,897,0,0.359816,6
31,housemaid,married,primary,-367,0,0.10157491,1
28,self-employed,married,secondary,-228,0,0.28992897,5
43,blue-collar,married,primary,8,0,0.15691742,1
28,blue-collar,married,secondary,619,0,0.35297063,6
47,services,married,secondary,24,0,0.23897864,3
43,entrepreneur,single,tertiary,42,0,0.49718,8
57,technician,married,tertiary,-40,0,0.34105107,6
58,retired,single,secondary,282,0,0.41371602,7
25,blue-collar,married,secondary,267,0,0.5650704,9
31,blue-collar,single,secondary,726,1,0.5523422,9
47,technician,married,primary,50,0,0.2445674,3
43,unknown,married,secondary,1926,0,0.32259092,5
27,services,married,secondary,379,0,0.4286507,7
45,entrepreneur,married,secondary,4688,0,0.44729367,8
31,management,married,tertiary,256,0,0.065749556,1
33,technician,married,secondary,-805,0,0.38724792,7
31,blue-collar,single,secondary,-2,0,0.3705433,6
32,services,single,secondary,473,0,0.37745938,7
41,housemaid,married,primary,175,0,0.27793583,4
31,admin.,single,secondary,-407,0,0.41161263,7
30,services,single,secondary,148,0,0.46578765,8
44,blue-collar,single,primary,-24,0,0.2528876,4
28,student,single,secondary,305,0,0.6041223,9
31,entrepreneur,divorced,tertiary,2,0,0.44224185,8
36,blue-collar,married,secondary,-308,0,0.2345519,3
25,unknown,single,secondary,3,0,0.52896917,9
25,technician,single,secondary,-55,0,0.42283124,7
27,blue-collar,married,primary,52,0,0.35149452,6
60,management,married,tertiary,1573,0,0.3790737,7
36,blue-collar,single,unknown,-395,0,0.19723713,2
49,blue-collar,married,primary,4140,0,0.4748225,8
25,blue-collar,single,secondary,495,0,0.66037303,9
46,management,married,tertiary,74,0,0.24355333,3
50,technician,married,tertiary,92,0,0.34880632,6
50,blue-collar,divorced,primary,5,0,0.3762967,7
33,admin.,married,tertiary,568,0,0.51539576,9
42,management,married,secondary,4314,0,0.5504376,9
30,admin.,single,secondary,312,0,0.5689306,9
42,technician,single,tertiary,24,0,0.426566,7
28,admin.,married,secondary,54,0,0.37507722,7
34,entrepreneur,married,tertiary,412,0,0.3056403,5
33,management,married,tertiary,-139,0,0.32923722,6
26,entrepreneur,married,secondary,-306,0,0.26801246,4
29,admin.,single,secondary,210,0,0.5008228,8
28,admin.,single,secondary,551,0,0.52549994,9
32,technician,divorced,tertiary,31,0,0.39615548,7
45,services,married,secondary,0,0,0.26274267,4
59,retired,married,secondary,184,0,0.42385525,7
46,unemployed,married,secondary,562,0,0.5070533,8
32,management,married,tertiary,2102,0,0.38955286,7
44,management,divorced,tertiary,193,0,0.41756243,7
26,blue-collar,single,secondary,5,0,0.30847317,5
53,management,married,secondary,66,0,0.23942666,3
46,blue-collar,married,primary,-169,0,0.20781894,2
35,entrepreneur,married,primary,2643,0,0.44034863,8
56,blue-collar,divorced,primary,12,0,0.34999293,6
60,management,married,primary,75,0,0.34683517,6
36,technician,married,secondary,-257,0,0.0888803,1
29,blue-collar,single,primary,170,0,0.4188304,7
60,technician,divorced,primary,-85,0,0.22250019,3
55,management,married,tertiary,979,0,0.40433028,7
27,management,single,tertiary,136,0,0.5089686,8
33,technician,married,tertiary,-258,0,0.35217568,6
33,management,single,tertiary,99,0,0.5094745,8
55,retired,married,primary,150,0,0.36822224,6
28,blue-collar,single,secondary,476,0,0.6023885,9
28,self-employed,single,tertiary,226,0,0.53728575,9
26,admin.,single,secondary,-378,0,0.5005421,8
31,management,single,tertiary,296,1,0.47963545,8
39,admin.,single,secondary,1661,0,0.48013481,8
26,management,single,tertiary,122,0,0.5294949,9
27,services,married,primary,-90,0,0.3000273,5
42,blue-collar,single,primary,1322,0,0.35157332,6
42,management,divorced,secondary,-272,0,0.33461455,6
34,technician,divorced,secondary,-133,0,0.30424973,5
32,technician,married,secondary,2,0,0.26914042,4
35,self-employed,married,tertiary,0,0,0.41749808,7
33,entrepreneur,married,secondary,-627,1,0.4313643,8
52,entrepreneur,married,tertiary,-468,1,0.5699296,9
30,blue-collar,divorced,secondary,0,0,0.42923728,7
25,management,single,tertiary,1098,0,0.46620783,8
34,self-employed,married,tertiary,191,0,0.47785273,8
45,blue-collar,married,secondary,-605,0,0.16674185,1
27,admin.,single,secondary,-400,0,0.44455132,8
36,admin.,married,secondary,68,0,0.3226584,5
51,admin.,married,secondary,38,0,0.26836753,4
26,technician,single,tertiary,291,0,0.56523305,9
32,management,married,tertiary,2,0,0.359944,6
58,retired,divorced,tertiary,264,0,0.2706716,4
57,retired,married,tertiary,1029,0,0.42391807,7
56,retired,married,tertiary,87,0,0.37933993,7
58,blue-collar,married,secondary,1457,0,0.3412401,6
